"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"60-64 years "	"60-64"	"Nasal cavity - Malignant neoplasms"	"C30.0"	43	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Maxillary sinus - Malignant neoplasms"	"C31.0"	124	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Ethmoidal sinus - Malignant neoplasms"	"C31.1"	23	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Accessory sinus, unspecified - Malignant neoplasms"	"C31.9"	140	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Glottis - Malignant neoplasms"	"C32.0"	47	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Supraglottis - Malignant neoplasms"	"C32.1"	227	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Subglottis - Malignant neoplasms"	"C32.2"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	1985	183215286	1.1	1.0	1.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of trachea"	"C33"	71	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Main bronchus - Malignant neoplasms"	"C34.0"	92	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	839	183215286	0.5	0.4	0.5	0.0	0.0%
	"60-64 years "	"60-64"	"Middle lobe, bronchus or lung - Malignant neoplasms"	"C34.2"	65	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	337	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	161956	183215286	88.4	88.0	88.8	0.2	0.6%
	"60-64 years "	"60-64"	"Malignant neoplasm of thymus"	"C37"	248	183215286	0.1	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Heart - Malignant neoplasms"	"C38.0"	83	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Mediastinum, part unspecified - Malignant neoplasms"	"C38.3"	79	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Pleura - Malignant neoplasms"	"C38.4"	35	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Ill-defined sites within the respiratory system - Malignant neoplasms"	"C39.9"	38	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Long bones of lower limb - Malignant neoplasms"	"C40.2"	28	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Bones of skull and face - Malignant neoplasms"	"C41.0"	38	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Mandible - Malignant neoplasms"	"C41.1"	76	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Vertebral column - Malignant neoplasms"	"C41.2"	76	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Pelvic bones, sacrum and coccyx - Malignant neoplasms"	"C41.4"	50	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	563	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant melanoma of other and unspecified parts of face - Malignant neoplasms"	"C43.3"	30	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant melanoma of scalp and neck - Malignant neoplasms"	"C43.4"	57	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant melanoma of trunk - Malignant neoplasms"	"C43.5"	171	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms"	"C43.6"	80	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant melanoma of lower limb, including hip - Malignant neoplasms"	"C43.7"	151	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	5596	183215286	3.1	3.0	3.1	0.0	0.0%
	"60-64 years "	"60-64"	"Skin of ear and external auricular canal - Malignant neoplasms"	"C44.2"	34	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Skin of other and unspecified parts of face - Malignant neoplasms"	"C44.3"	46	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	593	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Skin of trunk - Malignant neoplasms"	"C44.5"	53	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Skin of upper limb, including shoulder - Malignant neoplasms"	"C44.6"	14	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Skin of lower limb, including hip - Malignant neoplasms"	"C44.7"	30	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	471	183215286	0.3	0.2	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Mesothelioma of pleura - Malignant neoplasms"	"C45.0"	86	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Mesothelioma of peritoneum - Malignant neoplasms"	"C45.1"	127	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Mesothelioma of other sites - Malignant neoplasms"	"C45.7"	84	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	685	183215286	0.4	0.3	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Kaposi sarcoma, unspecified"	"C46.9"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms"	"C47.9"	54	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Retroperitoneum - Malignant neoplasms"	"C48.0"	255	183215286	0.1	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Specified parts of peritoneum - Malignant neoplasms"	"C48.1"	40	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	1497	183215286	0.8	0.8	0.9	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue of head, face and neck - Malignant neoplasms"	"C49.0"	36	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue of upper limb, including shoulder - Malignant neoplasms"	"C49.1"	30	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	205	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue of thorax - Malignant neoplasms"	"C49.3"	65	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	345	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue of pelvis - Malignant neoplasms"	"C49.5"	129	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	3736	183215286	2.0	2.0	2.1	0.0	0.0%
	"60-64 years "	"60-64"	"Nipple and areola - Malignant neoplasms"	"C50.0"	25	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Central portion of breast - Malignant neoplasms"	"C50.1"	16	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Upper-outer quadrant of breast - Malignant neoplasms"	"C50.4"	31	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Overlapping lesion of breast - Malignant neoplasms"	"C50.8"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	97974	183215286	53.5	53.1	53.8	0.2	0.3%
	"60-64 years "	"60-64"	"Labium majus - Malignant neoplasms"	"C51.0"	21	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	1583	183215286	0.9	0.8	0.9	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of vagina"	"C52"	718	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Endocervix - Malignant neoplasms"	"C53.0"	130	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	9240	183215286	5.0	4.9	5.1	0.1	0.0%
	"60-64 years "	"60-64"	"Endometrium - Malignant neoplasms"	"C54.1"	11969	183215286	6.5	6.4	6.6	0.1	0.0%
	"60-64 years "	"60-64"	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	151	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of uterus, part unspecified"	"C55"	12035	183215286	6.6	6.5	6.7	0.1	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of ovary"	"C56"	35736	183215286	19.5	19.3	19.7	0.1	0.1%
	"60-64 years "	"60-64"	"Fallopian tube - Malignant neoplasms"	"C57.0"	806	183215286	0.4	0.4	0.5	0.0	0.0%
	"60-64 years "	"60-64"	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	19	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	38	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	541	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	9479	183215286	5.2	5.1	5.3	0.1	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of renal pelvis"	"C65"	128	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of ureter"	"C66"	172	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Urachus - Malignant neoplasms"	"C67.7"	27	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	5234	183215286	2.9	2.8	2.9	0.0	0.0%
	"60-64 years "	"60-64"	"Urethra - Malignant neoplasms"	"C68.0"	197	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Urinary organ, unspecified - Malignant neoplasms"	"C68.9"	62	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Choroid - Malignant neoplasms"	"C69.3"	52	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Ciliary body - Malignant neoplasms"	"C69.4"	20	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Orbit - Malignant neoplasms"	"C69.6"	21	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Eye, unspecified - Malignant neoplasms"	"C69.9"	169	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Cerebral meninges - Malignant neoplasms"	"C70.0"	26	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Meninges, unspecified - Malignant neoplasms"	"C70.9"	142	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	152	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Frontal lobe - Malignant neoplasms"	"C71.1"	213	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Temporal lobe - Malignant neoplasms"	"C71.2"	147	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Parietal lobe - Malignant neoplasms"	"C71.3"	90	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Occipital lobe - Malignant neoplasms"	"C71.4"	25	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cerebellum - Malignant neoplasms"	"C71.6"	51	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Brain stem - Malignant neoplasms"	"C71.7"	78	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	39	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	15198	183215286	8.3	8.2	8.4	0.1	0.1%
	"60-64 years "	"60-64"	"Spinal cord - Malignant neoplasms"	"C72.0"	31	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	54	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of thyroid gland"	"C73"	1801	183215286	1.0	0.9	1.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	122	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	40	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	389	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Parathyroid gland - Malignant neoplasms"	"C75.0"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pituitary gland - Malignant neoplasms"	"C75.1"	28	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pineal gland - Malignant neoplasms"	"C75.3"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Aortic body and other paraganglia - Malignant neoplasms"	"C75.5"	22	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Endocrine gland, unspecified - Malignant neoplasms"	"C75.9"	54	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Head, face and neck - Malignant neoplasms"	"C76.0"	460	183215286	0.3	0.2	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Thorax - Malignant neoplasms"	"C76.1"	56	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Abdomen - Malignant neoplasms"	"C76.2"	553	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Pelvis - Malignant neoplasms"	"C76.3"	269	183215286	0.1	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Lower limb - Malignant neoplasms"	"C76.5"	21	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other ill-defined sites - Malignant neoplasms"	"C76.7"	89	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Lymph node, unspecified - Malignant neoplasms"	"C77.9"	25	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	263	183215286	0.1	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	72	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of large intestine and rectum - Malignant neoplasms"	"C78.5"	17	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	744	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	1550	183215286	0.8	0.8	0.9	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of other and unspecified digestive organs - Malignant neoplasms"	"C78.8"	47	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of kidney and renal pelvis - Malignant neoplasms"	"C79.0"	26	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of skin - Malignant neoplasms"	"C79.2"	19	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	761	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of other and unspecified parts of nervous system - Malignant neoplasms"	"C79.4"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	307	183215286	0.2	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of ovary - Malignant neoplasms"	"C79.6"	17	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	1922	183215286	1.0	1.0	1.1	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm without specification of site"	"C80"	25382	183215286	13.9	13.7	14.0	0.1	0.1%
	"60-64 years "	"60-64"	"Hodgkin disease, unspecified"	"C81.9"	749	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	307	183215286	0.2	0.1	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma small cell (diffuse)"	"C83.0"	117	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	382	183215286	0.2	0.2	0.2	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma mixed small and large cell (diffuse)"	"C83.2"	14	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	1628	183215286	0.9	0.8	0.9	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma immunoblastic (diffuse)"	"C83.4"	14	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma lymphoblastic (diffuse)"	"C83.5"	42	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Burkitt tumor"	"C83.7"	134	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Other types of diffuse non-Hodgkin lymphoma"	"C83.8"	47	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Diffuse non-Hodgkin lymphoma, unspecified"	"C83.9"	20	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Mycosis fungoides - Malignant neoplasms"	"C84.0"	84	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"STzary disease"	"C84.1"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Peripheral T-cell lymphoma - Malignant neoplasms"	"C84.4"	115	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	749	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Lymphosarcoma - Malignant neoplasms"	"C85.0"	20	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	1337	183215286	0.7	0.7	0.8	0.0	0.0%
	"60-64 years "	"60-64"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	9169	183215286	5.0	4.9	5.1	0.1	0.0%
	"60-64 years "	"60-64"	"Waldenstr÷m macroglobulinemia"	"C88.0"	137	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	9605	183215286	5.2	5.1	5.3	0.1	0.0%
	"60-64 years "	"60-64"	"Plasma cell leukaemia - Malignant neoplasms"	"C90.1"	152	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Plasmacytoma, extramedullary - Malignant neoplasms"	"C90.2"	67	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	1032	183215286	0.6	0.5	0.6	0.0	0.0%
	"60-64 years "	"60-64"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	1518	183215286	0.8	0.8	0.9	0.0	0.0%
	"60-64 years "	"60-64"	"Prolymphocytic leukaemia - Malignant neoplasms"	"C91.3"	35	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Hairy-cell leukaemia - Malignant neoplasms"	"C91.4"	23	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Adult T-cell leukaemia - Malignant neoplasms"	"C91.5"	96	183215286	0.1	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Other lymphoid leukaemia - Malignant neoplasms"	"C91.7"	20	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	83	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	6996	183215286	3.8	3.7	3.9	0.0	0.0%
	"60-64 years "	"60-64"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	737	183215286	0.4	0.4	0.4	0.0	0.0%
	"60-64 years "	"60-64"	"Myeloid sarcoma - Malignant neoplasms"	"C92.3"	30	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	157	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	78	183215286	0.0	0.0	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	186	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	154	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Acute monocytic leukaemia - Malignant neoplasms"	"C93.0"	49	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Other specified leukaemias - Malignant neoplasms"	"C94.7"	23	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	1137	183215286	0.6	0.6	0.7	0.0	0.0%
	"60-64 years "	"60-64"	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	48	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	1288	183215286	0.7	0.7	0.7	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms"	"C96.9"	32	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	3543	183215286	1.9	1.9	2.0	0.0	0.0%
	"60-64 years "	"60-64"	"Carcinoma in situ of breast, unspecified - In situ neoplasms"	"D05.9"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Colon, unspecified - Benign neoplasms"	"D12.6"	11	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Liver - Benign neoplasms"	"D13.4"	13	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Endocrine pancreas - Benign neoplasms"	"D13.7"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Thymus - Benign neoplasms"	"D15.0"	27	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Heart - Benign neoplasms"	"D15.1"	36	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Haemangioma, any site - Benign neoplasms"	"D18.0"	35	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Lymphangioma, any site - Benign neoplasms"	"D18.1"	10	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Connective and other soft tissue, unspecified - Benign neoplasms"	"D21.9"	16	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Skin, unspecified - Benign neoplasms"	"D23.9"	12	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Leiomyoma of uterus, unspecified - Benign neoplasms"	"D25.9"	24	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Benign neoplasm of ovary"	"D27"	16	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cerebral meninges - Benign neoplasms"	"D32.0"	167	183215286	0.1	0.1	0.1	0.0	0.0%
	"60-64 years "	"60-64"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	503	183215286	0.3	0.3	0.3	0.0	0.0%
	"60-64 years "	"60-64"	"Brain, unspecified - Benign neoplasms"	"D33.2"	43	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Cranial nerves - Benign neoplasms"	"D33.3"	16	183215286	Unreliable	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Adrenal gland - Benign neoplasms"	"D35.0"	32	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Pituitary gland - Benign neoplasms"	"D35.2"	55	183215286	0.0	0.0	0.0	0.0	0.0%
	"60-64 years "	"60-64"	"Peripheral nerves and autonomic nervous system - Benign neoplasms"	"D36.1"	17	183215286	Unreliable	0.0	0.0	0.0	0.0%
