"Notes"	"Cause of death"	"Cause of death Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Deaths"	"Population"	"Crude Rate"	"Crude Rate Lower 95% Confidence Interval"	"Crude Rate Upper 95% Confidence Interval"	"Crude Rate Standard Error"	"% of Total Deaths"
	"Diverticular disease of small intestine with perforation and abscess"	"K57.0"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of small intestine without perforation or abscess"	"K57.1"	"70-74 years"	"70-74"	10	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Diverticular disease of small intestine without perforation or abscess"	"K57.1"	"75-79 years"	"75-79"	19	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Diverticular disease of small intestine without perforation or abscess"	"K57.1"	"80-84 years"	"80-84"	33	49947616	0.1	0.0	0.1	0.0	0.0%
	"Diverticular disease of small intestine without perforation or abscess"	"K57.1"	"85-89 years"	"85-89"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of small intestine without perforation or abscess"	"K57.1"	"90-94 years"	"90-94"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"30-34 years"	"30-34"	10	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"35-39 years"	"35-39"	22	230611430	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"40-44 years"	"40-44"	39	232968123	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"45-49 years"	"45-49"	64	232932105	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"50-54 years"	"50-54"	109	223575070	0.0	0.0	0.1	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"55-59 years"	"55-59"	157	201411886	0.1	0.1	0.1	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"60-64 years "	"60-64"	162	168055475	0.1	0.1	0.1	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"65-69 years"	"65-69"	203	133793292	0.2	0.1	0.2	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"70-74 years"	"70-74"	275	102736281	0.3	0.2	0.3	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"75-79 years"	"75-79"	328	75129413	0.4	0.4	0.5	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"80-84 years"	"80-84"	310	49947616	0.6	0.6	0.7	0.0	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"85-89 years"	"85-89"	277	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"90-94 years"	"90-94"	126	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	"95-99 years"	"95-99"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"40-44 years"	"40-44"	17	232968123	Unreliable	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"45-49 years"	"45-49"	26	232932105	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"50-54 years"	"50-54"	31	223575070	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"55-59 years"	"55-59"	51	201411886	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"60-64 years "	"60-64"	70	168055475	0.0	0.0	0.1	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"65-69 years"	"65-69"	93	133793292	0.1	0.1	0.1	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"70-74 years"	"70-74"	109	102736281	0.1	0.1	0.1	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"75-79 years"	"75-79"	156	75129413	0.2	0.2	0.2	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"80-84 years"	"80-84"	201	49947616	0.4	0.3	0.5	0.0	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"85-89 years"	"85-89"	195	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"90-94 years"	"90-94"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	"95-99 years"	"95-99"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"30-34 years"	"30-34"	30	229872405	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"35-39 years"	"35-39"	46	230611430	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"40-44 years"	"40-44"	122	232968123	0.1	0.0	0.1	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"45-49 years"	"45-49"	200	232932105	0.1	0.1	0.1	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"50-54 years"	"50-54"	311	223575070	0.1	0.1	0.2	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"55-59 years"	"55-59"	499	201411886	0.2	0.2	0.3	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"60-64 years "	"60-64"	645	168055475	0.4	0.4	0.4	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"65-69 years"	"65-69"	893	133793292	0.7	0.6	0.7	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"70-74 years"	"70-74"	1194	102736281	1.2	1.1	1.2	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"75-79 years"	"75-79"	1414	75129413	1.9	1.8	2.0	0.1	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"80-84 years"	"80-84"	1514	49947616	3.0	2.9	3.2	0.1	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"85-89 years"	"85-89"	1247	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"90-94 years"	"90-94"	666	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	"95-99 years"	"95-99"	157	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"30-34 years"	"30-34"	12	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"35-39 years"	"35-39"	29	230611430	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"40-44 years"	"40-44"	65	232968123	0.0	0.0	0.0	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"45-49 years"	"45-49"	108	232932105	0.0	0.0	0.1	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"50-54 years"	"50-54"	166	223575070	0.1	0.1	0.1	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"55-59 years"	"55-59"	292	201411886	0.1	0.1	0.2	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"60-64 years "	"60-64"	432	168055475	0.3	0.2	0.3	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"65-69 years"	"65-69"	598	133793292	0.4	0.4	0.5	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"70-74 years"	"70-74"	913	102736281	0.9	0.8	0.9	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"75-79 years"	"75-79"	1318	75129413	1.8	1.7	1.8	0.0	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"80-84 years"	"80-84"	1832	49947616	3.7	3.5	3.8	0.1	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"85-89 years"	"85-89"	1972	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"90-94 years"	"90-94"	1301	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"95-99 years"	"95-99"	385	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	"100+ years"	"100+"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Irritable bowel syndrome without diarrhoea"	"K58.9"	"70-74 years"	"70-74"	11	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Irritable bowel syndrome without diarrhoea"	"K58.9"	"75-79 years"	"75-79"	12	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Irritable bowel syndrome without diarrhoea"	"K58.9"	"80-84 years"	"80-84"	11	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Irritable bowel syndrome without diarrhoea"	"K58.9"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Constipation"	"K59.0"	"5-9 years"	"5-9"	11	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"10-14 years"	"10-14"	13	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"15-19 years"	"15-19"	16	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"20-24 years"	"20-24"	17	239951389	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"25-29 years"	"25-29"	18	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"30-34 years"	"30-34"	15	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"35-39 years"	"35-39"	14	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"40-44 years"	"40-44"	19	232968123	Unreliable	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"45-49 years"	"45-49"	34	232932105	0.0	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"50-54 years"	"50-54"	41	223575070	0.0	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"55-59 years"	"55-59"	56	201411886	0.0	0.0	0.0	0.0	0.0%
	"Constipation"	"K59.0"	"60-64 years "	"60-64"	69	168055475	0.0	0.0	0.1	0.0	0.0%
	"Constipation"	"K59.0"	"65-69 years"	"65-69"	90	133793292	0.1	0.1	0.1	0.0	0.0%
	"Constipation"	"K59.0"	"70-74 years"	"70-74"	107	102736281	0.1	0.1	0.1	0.0	0.0%
	"Constipation"	"K59.0"	"75-79 years"	"75-79"	108	75129413	0.1	0.1	0.2	0.0	0.0%
	"Constipation"	"K59.0"	"80-84 years"	"80-84"	160	49947616	0.3	0.3	0.4	0.0	0.0%
	"Constipation"	"K59.0"	"85-89 years"	"85-89"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Constipation"	"K59.0"	"90-94 years"	"90-94"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Constipation"	"K59.0"	"95-99 years"	"95-99"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"10-14 years"	"10-14"	21	234284030	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"15-19 years"	"15-19"	15	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"20-24 years"	"20-24"	23	239951389	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"25-29 years"	"25-29"	23	234285878	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"30-34 years"	"30-34"	16	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"35-39 years"	"35-39"	21	230611430	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"40-44 years"	"40-44"	36	232968123	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"45-49 years"	"45-49"	65	232932105	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"50-54 years"	"50-54"	85	223575070	0.0	0.0	0.0	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"55-59 years"	"55-59"	150	201411886	0.1	0.1	0.1	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"60-64 years "	"60-64"	174	168055475	0.1	0.1	0.1	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"65-69 years"	"65-69"	218	133793292	0.2	0.1	0.2	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"70-74 years"	"70-74"	308	102736281	0.3	0.3	0.3	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"75-79 years"	"75-79"	369	75129413	0.5	0.4	0.5	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"80-84 years"	"80-84"	366	49947616	0.7	0.7	0.8	0.0	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"85-89 years"	"85-89"	274	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"90-94 years"	"90-94"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Megacolon, not elsewhere classified"	"K59.3"	"95-99 years"	"95-99"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"20-24 years"	"20-24"	10	239951389	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"50-54 years"	"50-54"	13	223575070	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"55-59 years"	"55-59"	15	201411886	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"60-64 years "	"60-64"	24	168055475	0.0	0.0	0.0	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"65-69 years"	"65-69"	24	133793292	0.0	0.0	0.0	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"70-74 years"	"70-74"	21	102736281	0.0	0.0	0.0	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"75-79 years"	"75-79"	28	75129413	0.0	0.0	0.1	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"80-84 years"	"80-84"	49	49947616	0.1	0.1	0.1	0.0	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"85-89 years"	"85-89"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other specified functional intestinal disorders"	"K59.8"	"90-94 years"	"90-94"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Functional intestinal disorder, unspecified"	"K59.9"	"70-74 years"	"70-74"	12	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Functional intestinal disorder, unspecified"	"K59.9"	"75-79 years"	"75-79"	16	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Functional intestinal disorder, unspecified"	"K59.9"	"80-84 years"	"80-84"	20	49947616	0.0	0.0	0.1	0.0	0.0%
	"Functional intestinal disorder, unspecified"	"K59.9"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Rectal fistula"	"K60.4"	"65-69 years"	"65-69"	17	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Rectal fistula"	"K60.4"	"70-74 years"	"70-74"	11	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Rectal fistula"	"K60.4"	"75-79 years"	"75-79"	11	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Rectal fistula"	"K60.4"	"80-84 years"	"80-84"	16	49947616	Unreliable	0.0	0.1	0.0	0.0%
	"Rectal fistula"	"K60.4"	"85-89 years"	"85-89"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Anal abscess"	"K61.0"	"60-64 years "	"60-64"	10	168055475	Unreliable	0.0	0.0	0.0	0.0%
	"Anal abscess"	"K61.0"	"65-69 years"	"65-69"	10	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Anal abscess"	"K61.0"	"70-74 years"	"70-74"	12	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Anal abscess"	"K61.0"	"75-79 years"	"75-79"	14	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Anal abscess"	"K61.0"	"80-84 years"	"80-84"	16	49947616	Unreliable	0.0	0.1	0.0	0.0%
	"Anal abscess"	"K61.0"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Rectal abscess"	"K61.1"	"35-39 years"	"35-39"	13	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Rectal abscess"	"K61.1"	"40-44 years"	"40-44"	20	232968123	0.0	0.0	0.0	0.0	0.0%
	"Rectal abscess"	"K61.1"	"45-49 years"	"45-49"	36	232932105	0.0	0.0	0.0	0.0	0.0%
	"Rectal abscess"	"K61.1"	"50-54 years"	"50-54"	57	223575070	0.0	0.0	0.0	0.0	0.0%
	"Rectal abscess"	"K61.1"	"55-59 years"	"55-59"	51	201411886	0.0	0.0	0.0	0.0	0.0%
	"Rectal abscess"	"K61.1"	"60-64 years "	"60-64"	80	168055475	0.0	0.0	0.1	0.0	0.0%
	"Rectal abscess"	"K61.1"	"65-69 years"	"65-69"	83	133793292	0.1	0.0	0.1	0.0	0.0%
	"Rectal abscess"	"K61.1"	"70-74 years"	"70-74"	101	102736281	0.1	0.1	0.1	0.0	0.0%
	"Rectal abscess"	"K61.1"	"75-79 years"	"75-79"	95	75129413	0.1	0.1	0.2	0.0	0.0%
	"Rectal abscess"	"K61.1"	"80-84 years"	"80-84"	130	49947616	0.3	0.2	0.3	0.0	0.0%
	"Rectal abscess"	"K61.1"	"85-89 years"	"85-89"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Rectal abscess"	"K61.1"	"90-94 years"	"90-94"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Rectal abscess"	"K61.1"	"95-99 years"	"95-99"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Rectal prolapse"	"K62.3"	"80-84 years"	"80-84"	13	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Stenosis of anus and rectum"	"K62.4"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"45-49 years"	"45-49"	12	232932105	Unreliable	0.0	0.0	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"50-54 years"	"50-54"	29	223575070	0.0	0.0	0.0	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"55-59 years"	"55-59"	43	201411886	0.0	0.0	0.0	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"60-64 years "	"60-64"	47	168055475	0.0	0.0	0.0	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"65-69 years"	"65-69"	88	133793292	0.1	0.1	0.1	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"70-74 years"	"70-74"	113	102736281	0.1	0.1	0.1	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"75-79 years"	"75-79"	152	75129413	0.2	0.2	0.2	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"80-84 years"	"80-84"	190	49947616	0.4	0.3	0.4	0.0	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"85-89 years"	"85-89"	225	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"90-94 years"	"90-94"	173	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Haemorrhage of anus and rectum"	"K62.5"	"95-99 years"	"95-99"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Ulcer of anus and rectum"	"K62.6"	"65-69 years"	"65-69"	11	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Ulcer of anus and rectum"	"K62.6"	"70-74 years"	"70-74"	16	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Ulcer of anus and rectum"	"K62.6"	"75-79 years"	"75-79"	28	75129413	0.0	0.0	0.1	0.0	0.0%
	"Ulcer of anus and rectum"	"K62.6"	"80-84 years"	"80-84"	24	49947616	0.0	0.0	0.1	0.0	0.0%
	"Ulcer of anus and rectum"	"K62.6"	"85-89 years"	"85-89"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Ulcer of anus and rectum"	"K62.6"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Radiation proctitis"	"K62.7"	"70-74 years"	"70-74"	10	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Radiation proctitis"	"K62.7"	"75-79 years"	"75-79"	19	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Radiation proctitis"	"K62.7"	"80-84 years"	"80-84"	18	49947616	Unreliable	0.0	0.1	0.0	0.0%
	"Radiation proctitis"	"K62.7"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"50-54 years"	"50-54"	19	223575070	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"55-59 years"	"55-59"	27	201411886	0.0	0.0	0.0	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"60-64 years "	"60-64"	25	168055475	0.0	0.0	0.0	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"65-69 years"	"65-69"	45	133793292	0.0	0.0	0.0	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"70-74 years"	"70-74"	46	102736281	0.0	0.0	0.1	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"75-79 years"	"75-79"	52	75129413	0.1	0.1	0.1	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"80-84 years"	"80-84"	56	49947616	0.1	0.1	0.1	0.0	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"85-89 years"	"85-89"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other specified diseases of anus and rectum"	"K62.8"	"90-94 years"	"90-94"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"45-49 years"	"45-49"	11	232932105	Unreliable	0.0	0.0	0.0	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"55-59 years"	"55-59"	32	201411886	0.0	0.0	0.0	0.0	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"60-64 years "	"60-64"	50	168055475	0.0	0.0	0.0	0.0	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"65-69 years"	"65-69"	61	133793292	0.0	0.0	0.1	0.0	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"70-74 years"	"70-74"	86	102736281	0.1	0.1	0.1	0.0	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"75-79 years"	"75-79"	89	75129413	0.1	0.1	0.1	0.0	0.0%
	"Disease of anus and rectum, unspecified"	"K62.9"	"80-84 years"	"80-84"	111	49947616	0.2	0.2	0.3	0.0	0.0%
